time;TraceabilityCode;Defect
2023-02-02 13:03:29;1010223033115456;Pofalowanie (waves)
2023-02-02 13:03:22;1010223033115449;Pofalowanie (waves)
2023-02-02 11:36:32;1010223033103412;Odciśnięte miejsce (marks)
2023-02-02 10:16:04;1010123033091340;Deformacja (deformation)
2023-02-02 10:08:58;1010123033090409;Deformacja (deformation)
2023-02-02 10:08:46;1010123033090402;Pofalowanie (waves)
2023-02-02 10:08:39;1010123033090307;Pofalowanie (waves)
2023-02-02 10:08:31;1010123033090252;Pofalowanie (waves)
2023-02-02 07:57:50;1010223033065615;Odciśnięte miejsce (marks)
2023-02-02 06:14:11;1010123033051233;Odciśnięte miejsce (marks)
2023-02-02 06:13:17;1010123033051130;Odciśnięte miejsce (marks)
2023-02-01 13:20:59;1010123032121703;Przeciągnięcie (thinning)
2023-02-01 12:35:04;1010123032113305;Przeciągnięcie (thinning)
2023-02-01 02:40:02;1010123032013823;Pikos (marks/contamination)
2023-02-01 02:39:50;1010123032013814;Pikos (marks/contamination)
2023-02-01 02:39:27;1010123032013729;Pikos (marks/contamination)
2023-02-01 02:39:18;1010123032013720;Pikos (marks/contamination)
2023-02-01 02:39:09;1010123032013720;Pikos (marks/contamination)
2023-02-01 02:38:57;1010123032013711;Pikos (marks/contamination)
2023-02-01 02:38:48;1010123032013702;Pikos (marks/contamination)
2023-02-01 02:38:36;1010123032013652;Pikos (marks/contamination)
2023-01-31 19:21:09;1010123031181730;Wgniot (dent)
2023-01-30 19:26:55;1010123030182428;Odciśnięte miejsce (marks)
2023-01-30 17:05:41;1010123030155925;Pikos (marks/contamination)
2023-01-30 17:05:33;1010123030155915;Pikos (marks/contamination)
2023-01-30 17:05:25;1010123030155915;Pikos (marks/contamination)
2023-01-30 17:05:19;1010123030155904;Pikos (marks/contamination)
2023-01-30 17:05:12;1010123030155853;Pikos (marks/contamination)
2023-01-30 17:05:04;1010123030155853;Pikos (marks/contamination)
2023-01-30 17:04:55;1010123030155853;Pikos (marks/contamination)
2023-01-30 17:04:46;1010123030155843;Pikos (marks/contamination)
2023-01-30 17:04:37;1010123030155832;Pikos (marks/contamination)
2023-01-30 17:04:25;1010123030155821;Pikos (marks/contamination)
2023-01-30 17:04:16;1010123030155810;Pikos (marks/contamination)
2023-01-30 17:04:05;1010123030155800;Pikos (marks/contamination)
2023-01-30 16:47:33;1010123030154139;Pikos (marks/contamination)
2023-01-30 16:46:03;1010123030154056;Pikos (marks/contamination)
2023-01-30 16:43:05;1010123030153823;Pikos (marks/contamination)
2023-01-30 16:42:56;1010123030153921;Pikos (marks/contamination)
2023-01-30 16:39:29;1010123030153630;Odciśnięte miejsce (marks)
2023-01-30 16:24:59;1010123030152135;Deformacja (deformation)
2023-01-30 16:03:55;1010223030145911;Deformacja (deformation)
2023-01-30 16:01:27;1010223030145705;Deformacja (deformation)
2023-01-30 15:57:59;1010223030145447;Odciśnięte miejsce (marks)
2023-01-30 15:56:27;1010223030145328;Odciśnięte miejsce (marks)
2023-01-30 15:27:48;1010223030142111;Odciśnięte miejsce (marks)
2023-01-30 15:27:26;1010223030142102;Odciśnięte miejsce (marks)
2023-01-30 15:27:19;1010223030142042;Odciśnięte miejsce (marks)
2023-01-30 15:26:57;1010123030141938;Pikos (marks/contamination)
2023-01-30 15:26:32;1010123030141928;Pikos (marks/contamination)
2023-01-30 15:26:21;1010123030141917;Pikos (marks/contamination)
2023-01-30 15:21:10;1010123030141720;Pikos (marks/contamination)
2023-01-30 15:02:15;1010123030135237;Rysa (scratch)
2023-01-30 15:00:56;1010123030135204;Pikos (marks/contamination)
2023-01-30 15:00:37;1010123030135152;Pikos (marks/contamination)
2023-01-30 15:00:25;1010123030135130;Pikos (marks/contamination)
2023-01-30 14:21:02;1010123030080057;Deformacja (deformation)
2023-01-30 14:16:53;1010123030080047;Deformacja (deformation)
2023-01-27 11:39:01;1010223027103703;Pikos (marks/contamination)
2023-01-27 11:35:08;1010223027103041;Pikos (marks/contamination)
2023-01-27 11:34:57;1010223027103032;Pikos (marks/contamination)
2023-01-27 11:34:48;1010223027103023;Pikos (marks/contamination)
2023-01-27 11:34:37;1010223027103014;Pikos (marks/contamination)
2023-01-27 11:34:03;1010223027102946;Pikos (marks/contamination)
2023-01-27 11:33:20;1010223027102917;Pikos (marks/contamination)
2023-01-27 11:33:12;1010223027101553;Pikos (marks/contamination)
2023-01-27 11:32:54;1010223027101544;Pikos (marks/contamination)
2023-01-27 10:40:02;1010123027093534;Pikos (marks/contamination)
2023-01-27 10:39:37;1010123027093735;Pikos (marks/contamination)
2023-01-26 07:44:29;1010223026063849;Deformacja (deformation)
2023-01-26 07:44:29;1010223026063849;Deformacja (deformation)
2023-01-25 19:17:23;1010223025181426;Deformacja (deformation)
2023-01-25 19:17:13;1010223025181417;Deformacja (deformation)
2023-01-25 19:17:06;1010223025181409;Deformacja (deformation)
2023-01-25 19:14:29;1010223025181203;Deformacja (deformation)
2023-01-25 19:11:35;1010223025180852;Deformacja (deformation)
2023-01-25 19:11:28;1010223025180843;Deformacja (deformation)
2023-01-25 19:11:11;1010223025180816;Deformacja (deformation)
2023-01-25 19:11:03;1010223025180816;Deformacja (deformation)
2023-01-25 05:23:17;1010123025042139;Deformacja (deformation)
2023-01-24 17:33:03;1010123024162948;Rysa (scratch)
2023-01-24 17:32:46;1010123024162939;Rysa (scratch)
2023-01-24 17:32:37;1010123024162930;Rysa (scratch)
2023-01-24 14:39:00;1010123024133719;Wgniot (dent)
2023-01-24 08:55:15;1010223024075234;Błąd materiału (meterial failure)
2023-01-24 08:17:15;1010123024071253;Deformacja (deformation)
2023-01-20 21:39:05;1010223020202034;Pikos (marks/contamination)
2023-01-20 21:18:30;1010223020201519;Pikos (marks/contamination)
2023-01-20 21:18:23;1010223020201510;Pikos (marks/contamination)
2023-01-20 21:18:17;1010223020201452;Pikos (marks/contamination)
2023-01-20 21:18:10;1010223020201442;Pikos (marks/contamination)
2023-01-20 17:06:16;1010223020160325;Deformacja (deformation)
2023-01-20 17:05:44;1010223020155429;Deformacja (deformation)
2023-01-20 13:35:09;1010123020122719;Odciśnięte miejsce (marks)
2023-01-20 13:34:57;1010123020122659;Odciśnięte miejsce (marks)
2023-01-20 13:34:06;1010123020122601;Odciśnięte miejsce (marks)
2023-01-20 10:53:01;1010123020094854;Deformacja (deformation)
2023-01-20 10:52:54;1010123020094847;Deformacja (deformation)
2023-01-20 10:52:38;1010123020094833;Deformacja (deformation)
2023-01-20 10:52:26;1010123020094839;Deformacja (deformation)
2023-01-20 10:52:15;1010123020094810;Deformacja (deformation)
2023-01-20 10:52:05;1010123020094803;Deformacja (deformation)
2023-01-20 10:51:57;1010123020094756;Deformacja (deformation)
2023-01-20 10:47:31;1010223020094514;Błąd materiału (meterial failure)
2023-01-20 10:38:01;1010123020093615;Deformacja (deformation)
2023-01-20 08:10:39;1010223020070815;Deformacja (deformation)
2023-01-20 06:06:06;1010123020045713;Deformacja (deformation)
2023-01-20 06:05:24;1010223020045127;Deformacja (deformation)
2023-01-20 05:50:46;1010223020040729;Deformacja (deformation)
2023-01-17 20:11:33;1010223017190025;Deformacja (deformation)
2023-01-17 20:11:20;1010223017190009;Deformacja (deformation)
2023-01-17 20:10:35;1010223017185953;Deformacja (deformation)
2023-01-17 18:26:54;1010123017172254;Deformacja (deformation)
2023-01-17 18:26:54;1010123017172254;Deformacja (deformation)
2023-01-16 12:08:00;1010123016110147;Pęknięcie (cracks)
2023-01-16 12:07:49;1010123016110138;Pęknięcie (cracks)
2023-01-16 12:06:13;1010123016105119;Pęknięcie (cracks)
2023-01-16 11:46:35;1010123016103619;Pikos (marks/contamination)
2023-01-16 11:46:10;1010123016101555;Pofalowanie (waves)
2023-01-16 11:45:50;1010123016102047;Pofalowanie (waves)
2023-01-16 10:46:44;1010123016094317;Błąd materiału (meterial failure)
2023-01-16 10:46:35;1010123016094309;Błąd materiału (meterial failure)
2023-01-16 10:46:27;1010123016094300;Błąd materiału (meterial failure)
2023-01-16 10:46:17;1010123016094252;Błąd materiału (meterial failure)
2023-01-16 10:46:07;1010123016094241;Błąd materiału (meterial failure)
2023-01-16 10:46:03;1010123016094317;Błąd materiału (meterial failure)
2023-01-16 10:45:59;1010123016094233;Błąd materiału (meterial failure)
2023-01-16 10:31:46;1010223016092858;Błąd materiału (meterial failure)
2023-01-16 10:31:37;1010123016092829;Błąd materiału (meterial failure)
2023-01-16 10:31:27;1010123016092820;Błąd materiału (meterial failure)
2023-01-16 10:31:19;1010123016092811;Błąd materiału (meterial failure)
2023-01-16 10:21:28;1010123016085831;Przeciągnięcie (thinning)
2023-01-16 09:44:30;1010123016084221;Błąd materiału (meterial failure)
2023-01-16 09:44:19;1010123016084214;Błąd materiału (meterial failure)
2023-01-16 09:44:04;1010123016084207;Błąd materiału (meterial failure)
2023-01-16 08:53:38;1010123016075118;Błąd materiału (meterial failure)
2023-01-16 08:53:27;1010123016075132;Błąd materiału (meterial failure)
2023-01-16 06:39:56;1010123016053507;Deformacja (deformation)
2023-01-12 09:42:19;1010123012083406;Odciśnięte miejsce (marks)
2023-01-12 09:42:11;1010123012083357;Odciśnięte miejsce (marks)
2023-01-12 08:44:39;1010223012073936;Przeciągnięcie (thinning)
2023-01-12 08:44:34;1010223012073927;Przeciągnięcie (thinning)
2023-01-12 08:44:28;1010223012073918;Przeciągnięcie (thinning)
2023-01-11 23:05:43;1010223011220301;Deformacja (deformation)
2023-01-11 21:58:33;1010123011205405;Deformacja (deformation)
2023-01-11 20:01:56;1010223011185540;Pęknięcie (cracks)
2023-01-11 20:01:40;1010223011185550;Pęknięcie (cracks)
2023-01-11 20:01:30;1010223011185608;Pęknięcie (cracks)
2023-01-11 20:01:20;1010223011185628;Pęknięcie (cracks)
2023-01-11 16:09:09;1010123011150504;Deformacja (deformation)
2023-01-11 16:01:36;1010123011135710;Deformacja (deformation)
2023-01-11 16:01:25;1012723011145624;Deformacja (deformation)
2023-01-11 16:01:11;1010123011135702;Deformacja (deformation)
2023-01-11 15:46:31;1010123011135537;Deformacja (deformation)
2023-01-11 15:46:10;1010123011135528;Deformacja (deformation)
2023-01-11 15:45:45;1010123011135519;Deformacja (deformation)
2023-01-11 15:45:25;1012723011144348;Deformacja (deformation)
2023-01-11 15:07:18;1010123011135422;Deformacja (deformation)
2023-01-11 15:07:11;1010123011135438;Deformacja (deformation)
2023-01-11 15:05:53;1010123011135438;Deformacja (deformation)
2023-01-11 15:05:42;1010123011135430;Deformacja (deformation)
2023-01-11 15:05:38;1010123011135422;Deformacja (deformation)
2023-01-11 15:05:10;1010123011135438;Deformacja (deformation)
2023-01-11 07:41:49;1010223011063822;Przeciągnięcie (thinning)
2023-01-11 07:41:42;1010223011063813;Przeciągnięcie (thinning)
2023-01-11 07:41:32;1010223011063804;Przeciągnięcie (thinning)
2023-01-11 07:41:26;1010223011063756;Przeciągnięcie (thinning)
2023-01-11 07:41:11;1010223011063738;Przeciągnięcie (thinning)
2023-01-11 07:40:52;1010223011063711;Przeciągnięcie (thinning)
2023-01-11 07:40:35;1010223011063711;Przeciągnięcie (thinning)
2023-01-11 07:40:22;1010223011063653;Przeciągnięcie (thinning)
2023-01-11 07:40:12;1010223011063636;Przeciągnięcie (thinning)
2023-01-11 07:40:01;1010223011063627;Przeciągnięcie (thinning)
2023-01-11 07:39:53;1010223011063618;Przeciągnięcie (thinning)
2023-01-11 07:18:39;1010123011061606;Przeciągnięcie (thinning)
2023-01-11 07:18:11;1010123011061558;Przeciągnięcie (thinning)
2023-01-11 07:18:04;1010123011061550;Przeciągnięcie (thinning)
2023-01-11 07:17:58;1010123011061542;Przeciągnięcie (thinning)
2023-01-11 07:17:49;1010123011061527;Przeciągnięcie (thinning)
2023-01-11 07:17:42;1010123011061409;Przeciągnięcie (thinning)
2023-01-11 07:17:35;1010123011061358;Przeciągnięcie (thinning)
2023-01-11 07:17:20;1010123011061318;Pęknięcie (cracks)
2023-01-11 07:17:04;1010123011060817;Pęknięcie (cracks)
2023-01-11 07:16:56;1010123011060808;Pęknięcie (cracks)
2023-01-11 07:16:48;1010123011060750;Pęknięcie (cracks)
2023-01-11 07:13:32;1010123011060547;Pęknięcie (cracks)
2023-01-11 07:13:28;1010123011060538;Pęknięcie (cracks)
2023-01-11 07:13:23;1010123011060529;Pęknięcie (cracks)
2023-01-11 07:13:17;1010123011060521;Pęknięcie (cracks)
2023-01-11 07:13:11;1010123011060512;Pęknięcie (cracks)
2023-01-11 07:13:05;1010123011060503;Pęknięcie (cracks)
2023-01-11 07:12:59;1010123011060454;Pęknięcie (cracks)
2023-01-11 04:11:45;1010123011030630;Deformacja (deformation)
2023-01-10 13:06:45;1010223010115917;Odciśnięte miejsce (marks)
2023-01-10 13:06:37;1010223010115910;Odciśnięte miejsce (marks)
2023-01-10 13:06:30;1010223010115854;Odciśnięte miejsce (marks)
2023-01-10 12:57:29;1010223010115446;Deformacja (deformation)
2023-01-10 12:57:29;1010223010115446;Deformacja (deformation)
2023-01-10 12:47:01;1010223010114253;Deformacja (deformation)
2023-01-10 12:41:44;1010223010113808;Deformacja (deformation)
2023-01-10 07:47:10;1010223010064517;Odciśnięte miejsce (marks)
2023-01-10 07:46:58;1010223010064441;Odciśnięte miejsce (marks)
2023-01-10 07:46:45;1010223010064317;Odciśnięte miejsce (marks)
2023-01-10 07:46:34;1010223010064423;Odciśnięte miejsce (marks)
2023-01-10 07:46:24;1010223010063759;Odciśnięte miejsce (marks)
2023-01-10 02:56:21;1010123010015403;Odciśnięte miejsce (marks)
2023-01-10 02:36:07;1010123010013336;Deformacja (deformation)
2023-01-10 02:13:09;1010223010010335;Deformacja (deformation)
2023-01-10 02:13:09;1010223010010335;Deformacja (deformation)
2023-01-09 20:32:07;1010123009193016;Błąd materiału (meterial failure)
2023-01-09 15:24:45;1010123009142312;Błąd materiału (meterial failure)
2023-01-09 13:29:28;1010223009122602;Deformacja (deformation)
2023-01-09 13:29:19;1010223009122540;Deformacja (deformation)
2023-01-09 13:29:02;1010223009122530;Deformacja (deformation)
2023-01-09 13:28:54;1010223009122410;Deformacja (deformation)
2023-01-09 13:28:45;1010223009122347;Deformacja (deformation)
2023-01-09 10:22:28;1010123009081447;Pofalowanie (waves)
2023-01-05 12:08:39;1010123005103836;Deformacja (deformation)
2023-01-05 12:08:39;1010123005103836;Deformacja (deformation)
2023-01-05 12:04:50;1010123005103623;Deformacja (deformation)
2023-01-05 12:04:39;1010123005103638;Deformacja (deformation)
2023-01-05 09:57:04;1010223005085544;Deformacja (deformation)
2023-01-05 06:47:06;1010123005054349;Odciśnięte miejsce (marks)
2023-01-05 06:19:34;1010223005051730;Deformacja (deformation)
2023-01-04 13:27:14;1010123004122240;Deformacja (deformation)
2023-01-04 13:18:52;1010123004121633;Deformacja (deformation)
2023-01-04 12:32:07;1010223004113053;Deformacja (deformation)
2023-01-04 12:31:36;1010223004113011;Deformacja (deformation)
2023-01-04 12:31:17;1010123004112855;Deformacja (deformation)
2022-11-25 20:49:10;1010122329193929;Wgniot (dent)
2022-11-25 19:26:41;1010122329182421;Błąd materiału (meterial failure)
2022-11-25 19:08:33;1010122329180559;Odciśnięte miejsce (marks)
2022-11-25 19:08:19;1010122329180545;Odciśnięte miejsce (marks)
2022-11-25 19:08:07;1010122329180539;Odciśnięte miejsce (marks)
2022-11-25 19:08:00;1010222329180531;Odciśnięte miejsce (marks)
2022-11-25 17:59:24;1010122329165352;Pofalowanie (waves)
2022-11-25 17:59:19;1010122329165343;Pofalowanie (waves)
2022-11-25 17:59:14;1010122329165335;Pofalowanie (waves)
2022-11-25 17:59:08;1010122329165328;Pofalowanie (waves)
2022-11-25 17:59:02;1010122329165225;Pofalowanie (waves)
2022-11-25 17:58:55;1010122329165217;Pofalowanie (waves)
2022-11-25 17:55:43;1010122329165201;Pofalowanie (waves)
2022-11-25 17:55:35;1010122329165152;Pofalowanie (waves)
2022-11-25 17:55:28;1010122329165144;Pofalowanie (waves)
2022-11-25 17:48:49;1010222329164620;Błąd materiału (meterial failure)
2022-11-25 16:51:53;1010122329154822;Błąd materiału (meterial failure)
2022-11-23 21:29:43;1010122327202825;Błąd materiału (meterial failure)
2022-11-23 21:29:20;1010122327202745;Błąd materiału (meterial failure)
2022-11-23 21:28:53;1010122327202611;Błąd materiału (meterial failure)
2022-11-16 17:50:43;1010122320163927;Deformacja (deformation)
2022-11-16 17:50:43;1010122320163927;Deformacja (deformation)
2022-11-16 16:46:50;1010222320153804;Deformacja (deformation)
2022-11-16 16:46:50;1010222320153804;Deformacja (deformation)
2022-11-16 16:27:04;1010222320151419;Pikos (marks/contamination)
2022-11-16 16:27:04;1010222320151419;Pikos (marks/contamination)
2022-11-16 14:23:36;1010122320131007;Inne
2022-11-16 14:23:36;1010122320131007;Inne
2022-11-15 17:42:24;1010222319163727;Pikos (marks/contamination)
2022-11-15 17:42:14;1010222319163727;Pikos (marks/contamination)
2022-11-15 17:42:06;1010222319163717;Pikos (marks/contamination)
2022-11-15 17:41:58;1010222319163658;Pikos (marks/contamination)
2022-11-15 17:41:40;1010222319163649;Pikos (marks/contamination)
2022-11-15 17:41:31;1010222319163639;Pikos (marks/contamination)
2022-11-15 17:41:22;1010222319163630;Pikos (marks/contamination)
2022-11-15 17:41:14;1010222319163620;Pikos (marks/contamination)
2022-11-15 17:41:05;1010222319163529;Pikos (marks/contamination)
2022-11-15 17:40:55;1010222319163510;Pikos (marks/contamination)
2022-11-15 17:40:44;1010222319163510;Pikos (marks/contamination)
2022-11-15 17:40:15;1010222319163441;Pikos (marks/contamination)
2022-11-15 15:54:59;1010122319141031;Inne
2022-11-14 16:21:43;1010222318151709;Pikos (marks/contamination)
2022-11-14 16:21:30;1010222318151700;Pikos (marks/contamination)
2022-11-14 16:21:18;1010222318151651;Pikos (marks/contamination)
2022-11-14 15:22:56;1010122318141922;Odciśnięte miejsce (marks)
2022-11-14 15:11:43;1010122318135412;Odciśnięte miejsce (marks)
2022-11-14 15:06:25;1010122318135259;Inne
2022-11-14 15:04:29;1010122318135217;Odciśnięte miejsce (marks)
2022-11-14 14:23:08;1010222318125021;Inne
2022-11-14 14:22:31;1010222318125116;Inne
2022-11-14 14:16:15;1010222318125014;Inne
2022-11-14 12:11:58;1010222318110500;Błąd materiału (meterial failure)
