players_id_in,players_id_out,manager_id,gameweek,type,result,transfer_id,player_name_in,photo_in,team_in,player_name_out,photo_out,team_out
373,519,Youssef,22,w,do,31639735,Willock,200089,NEW,Eriksen,80607,MUN
432,258,Youssef,22,w,di,31639736,Davies,115556,TOT,Castagne,166477,LEI
586,306,Sami,22,w,a,31790911,Estupiñán,204214,BHA,Cancelo,121145,MCI
705,116,Sami,22,w,a,31790912,Ouattara,533463,BOU,Mac Allister,243016,BHA
428,493,Sami,22,w,di,31790913,Son,85971,TOT,Gibbs-White,222531,NFO
85,306,Sami,22,w,di,31790914,Henry,194010,BRE,Cancelo,121145,MCI
340,493,Sami,22,w,a,31790915,Sancho,209243,MUN,Gibbs-White,222531,NFO
724,45,Ali,22,w,a,33626166,Enzo,448047,CHE,Bailey,215711,AVL
689,569,Ali,22,w,a,33626167,Badiashile,242880,CHE,Lewis,477064,MCI
733,628,Ali,22,w,a,33626168,Pedro Porro,441164,TOT,Aurier,80226,NFO
729,238,Ali,22,w,a,33626169,Navas,28411,NFO,Meslier,437495,LEE
88,225,Santi,22,f,a,33648134,Jensen,207283,BRE,Rodrigo,80954,LEE
710,92,Ruslan,22,f,a,33663286,Kiwior,440854,ARS,Pinnock,231065,BRE
130,407,Ruslan,22,f,a,33663428,Jorginho,85955,ARS,Ward-Prowse,101178,SOU
684,594,Ruslan,22,f,a,33664457,D.D.Fofana,520295,CHE,Isak,219168,NEW
702,454,Shrey,22,f,a,33678857,Weghorst,120202,MUN,Richarlison,212319,TOT
533,457,Shrey,22,f,a,33679166,Martínez,221820,MUN,Cresswell,55459,WHU
166,255,Shrey,22,f,a,33679281,Edouard,199670,CRY,Vardy,101668,LEI
92,141,Santi,23,w,a,34389482,Pinnock,231065,BRE,Chalobah,180736,CHE
728,609,Santi,23,w,a,34389483,Sabitzer,101338,MUN,Antony,467169,MUN
493,609,Santi,23,w,do,34389484,Gibbs-White,222531,NFO,Antony,467169,MUN
484,299,Santi,23,w,di,34389485,Kilman,214048,WOL,Walker,58621,MCI
92,417,Shrey,23,w,di,35035137,Pinnock,231065,BRE,Perraud,244560,SOU
484,417,Shrey,23,w,a,35035138,Kilman,214048,WOL,Perraud,244560,SOU
262,702,Shrey,23,w,a,35035139,Iheanacho,173515,LEI,Weghorst,120202,MUN
594,30,Shrey,23,w,a,35035140,Isak,219168,NEW,Ings,84939,WHU
240,483,Ali,23,w,a,35183217,Summerville,450070,LEE,Podence,200600,WOL
182,31,Ali,23,w,a,35183218,Pickford,111234,EVE,Martínez,98980,AVL
714,465,Youssef,23,w,a,35185025,Tetê,225295,LEI,Bowen,178186,WHU
628,258,Youssef,23,w,a,35185026,Aurier,80226,NFO,Castagne,166477,LEI
262,66,Youssef,23,w,di,35185027,Iheanacho,173515,LEI,Solanke,154566,BOU
139,341,Youssef,23,w,a,35185028,Chilwell,172850,CHE,Wan-Bissaka,214590,MUN
458,66,Youssef,23,w,a,35185029,Antonio,57531,WHU,Solanke,154566,BOU
103,66,Youssef,23,w,do,35185030,Welbeck,50175,BHA,Solanke,154566,BOU
708,705,Sami,23,w,a,35409777,Madueke,248857,CHE,Ouattara,533463,BOU
493,705,Sami,23,w,do,35409778,Gibbs-White,222531,NFO,Ouattara,533463,BOU
189,705,Sami,23,w,do,35409779,Gray,172632,EVE,Ouattara,533463,BOU
445,299,Santi,23,f,a,35503617,Emerson Royal,241157,TOT,Walker,58621,MCI
199,733,Ali,23,f,a,35511193,Tarkowski,17761,EVE,Pedro Porro,441164,TOT
8,710,Ruslan,23,f,a,35544853,Tierney,192895,ARS,Kiwior,440854,ARS
194,8,Ruslan,23,f,a,35548421,Mykolenko,224967,EVE,Tierney,192895,ARS
702,411,Dani,24,w,a,35765283,Weghorst,120202,MUN,Adams,200439,SOU
31,182,Ali,24,w,a,35793429,Martínez,98980,AVL,Pickford,111234,EVE
705,88,Santi,24,w,a,36153459,Ouattara,533463,BOU,Jensen,207283,BRE
470,474,Santi,24,w,a,36153460,Diop,219924,FUL,Boly,90585,NFO
279,458,Youssef,24,w,di,36169046,Firmino,92217,LIV,Antonio,57531,WHU
702,458,Youssef,24,w,di,36169047,Weghorst,120202,MUN,Antonio,57531,WHU
279,684,Ruslan,24,w,a,36384516,Firmino,92217,LIV,D.D.Fofana,520295,CHE
299,194,Ruslan,24,w,a,36384517,Walker,58621,MCI,Mykolenko,224967,EVE
106,194,Ruslan,24,w,do,36384518,Dunk,83299,BHA,Mykolenko,224967,EVE
227,684,Ruslan,24,w,do,36384519,Bamford,106617,LEE,D.D.Fofana,520295,CHE
368,708,Sami,24,w,a,36407989,Saint-Maximin,170137,NEW,Madueke,248857,CHE
465,708,Sami,24,w,do,36407990,Bowen,178186,WHU,Madueke,248857,CHE
45,708,Sami,24,w,do,36407991,Bailey,215711,AVL,Madueke,248857,CHE
482,146,Sami,24,f,a,36449736,Semedo,200402,WOL,James,225796,CHE
178,329,Santi,25,w,a,36897505,Coleman,59949,EVE,Varane,90152,MUN
465,728,Santi,25,w,a,36897506,Bowen,178186,WHU,Sabitzer,101338,MUN
300,728,Santi,25,w,do,36897507,Gündogan,59859,MCI,Sabitzer,101338,MUN
286,85,Santi,25,w,a,36897508,Gomez,171287,LIV,Henry,194010,BRE
146,85,Santi,25,w,do,36897509,James,225796,CHE,Henry,194010,BRE
66,166,Shrey,25,w,a,36952219,Solanke,154566,BOU,Edouard,199670,CRY
182,31,Ali,25,w,a,36956081,Pickford,111234,EVE,Martínez,98980,AVL
186,368,Sami,25,w,a,37059822,Iwobi,153133,EVE,Saint-Maximin,170137,NEW
483,368,Sami,25,w,do,37059823,Podence,200600,WOL,Saint-Maximin,170137,NEW
480,368,Sami,25,w,do,37059824,Neves,171317,WOL,Saint-Maximin,170137,NEW
178,628,Youssef,25,w,di,37505323,Coleman,59949,EVE,Aurier,80226,NFO
459,628,Youssef,25,w,a,37505324,Dawson,60232,WOL,Aurier,80226,NFO
459,139,Youssef,25,w,di,37505325,Dawson,60232,WOL,Chilwell,172850,CHE
178,139,Youssef,25,w,di,37505326,Coleman,59949,EVE,Chilwell,172850,CHE
182,398,Youssef,25,w,di,37505327,Pickford,111234,EVE,Henderson,172649,NFO
217,139,Youssef,25,w,a,37505328,Robinson,169528,FUL,Chilwell,172850,CHE
215,139,Youssef,25,w,do,37505329,Tete,167074,FUL,Chilwell,172850,CHE
286,139,Youssef,25,w,di,37505330,Gomez,171287,LIV,Chilwell,172850,CHE
562,433,Santi,26,w,a,37885101,Solomon,235674,FUL,Højbjerg,132015,TOT
85,286,Santi,26,w,di,37885102,Henry,194010,BRE,Gomez,171287,LIV
30,145,Youssef,26,w,di,37981068,Ings,84939,WHU,Havertz,219847,CHE
30,619,Shrey,26,w,a,38504738,Ings,84939,WHU,Gnonto,492859,LEE
85,309,Yahya,26,w,a,38631766,Henry,194010,BRE,Laporte,146941,MCI
407,142,Yahya,26,w,a,38631767,Ward-Prowse,101178,SOU,Mount,184341,CHE
311,304,Yahya,26,w,a,38631768,Bernardo,165809,MCI,Sterling,103955,CHE
225,304,Yahya,26,w,do,38631769,Rodrigo,80954,LEE,Sterling,103955,CHE
329,199,Ali,26,w,a,38920206,Varane,90152,MUN,Tarkowski,17761,EVE
426,729,Ali,26,w,a,38920207,Forster,40383,TOT,Navas,28411,NFO
31,182,Ali,26,w,a,38920208,Martínez,98980,AVL,Pickford,111234,EVE
570,724,Ali,26,w,a,38920209,Garnacho,493105,MUN,Enzo,448047,CHE
562,186,Sami,26,w,di,38959291,Solomon,235674,FUL,Iwobi,153133,EVE
146,482,Sami,26,w,a,38959292,James,225796,CHE,Semedo,200402,WOL
85,482,Sami,26,w,di,38959293,Henry,194010,BRE,Semedo,200402,WOL
368,186,Sami,26,w,a,38959294,Saint-Maximin,170137,NEW,Iwobi,153133,EVE
30,279,Ruslan,26,w,di,39391802,Ings,84939,WHU,Firmino,92217,LIV
215,286,Santi,26,f,a,39741891,Tete,167074,FUL,Gomez,171287,LIV
116,714,Youssef,27,w,a,40336398,Mac Allister,243016,BHA,Tetê,225295,LEI
106,217,Youssef,27,w,a,40336399,Dunk,83299,BHA,Robinson,169528,FUL
88,714,Youssef,27,w,di,40336400,Jensen,207283,BRE,Tetê,225295,LEI
422,398,Youssef,27,w,a,40336401,Bazunu,456350,SOU,Henderson,172649,NFO
160,714,Youssef,27,w,do,40336402,Zaha,82403,CRY,Tetê,225295,LEI
433,714,Youssef,27,w,do,40336403,Højbjerg,132015,TOT,Tetê,225295,LEI
493,714,Youssef,27,w,do,40336404,Gibbs-White,222531,NFO,Tetê,225295,LEI
116,699,Sami,27,w,di,40424249,Mac Allister,243016,BHA,Mudryk,465920,CHE
88,699,Sami,27,w,a,40424250,Jensen,207283,BRE,Mudryk,465920,CHE
89,699,Sami,27,w,do,40424251,Wissa,216646,BRE,Mudryk,465920,CHE
609,570,Ali,27,w,a,40521279,Antony,467169,MUN,Garnacho,493105,MUN
139,299,Ruslan,27,w,a,40525878,Chilwell,172850,CHE,Walker,58621,MCI
116,130,Ruslan,27,w,di,40525879,Mac Allister,243016,BHA,Jorginho,85955,ARS
88,130,Ruslan,27,w,di,40525880,Jensen,207283,BRE,Jorginho,85955,ARS
272,299,Ruslan,27,w,di,40525881,W.Fofana,444463,CHE,Walker,58621,MCI
88,3,Ruslan,27,w,di,40525882,Jensen,207283,BRE,Xhaka,84450,ARS
116,3,Ruslan,27,w,di,40525883,Mac Allister,243016,BHA,Xhaka,84450,ARS
102,455,Ruslan,27,w,a,40525884,Steele,49262,BHA,Fabianski,37096,WHU
290,299,Ruslan,27,w,do,40525885,Konaté,204716,LIV,Walker,58621,MCI
272,470,Santi,27,w,a,40564299,W.Fofana,444463,CHE,Diop,219924,FUL
116,613,Santi,27,w,di,40564300,Mac Allister,243016,BHA,Willian,47431,FUL
88,613,Santi,27,w,di,40564301,Jensen,207283,BRE,Willian,47431,FUL
88,705,Santi,27,w,di,40564302,Jensen,207283,BRE,Ouattara,533463,BOU
43,178,Santi,27,w,a,40564303,Cash,199796,AVL,Coleman,59949,EVE
171,705,Santi,27,w,a,40564304,Olise,443661,CRY,Ouattara,533463,BOU
300,130,Ruslan,27,f,a,40765302,Gündogan,59859,MCI,Jorginho,85955,ARS
89,613,Santi,27,f,a,40773202,Wissa,216646,BRE,Willian,47431,FUL
520,484,Shrey,28,w,a,41413386,Koulibaly,86129,CHE,Kilman,214048,WOL
225,465,Santi,28,w,a,41455612,Rodrigo,80954,LEE,Bowen,178186,WHU
454,598,Santi,28,w,a,41455613,Richarlison,212319,TOT,Ferguson,487117,BHA
233,89,Santi,28,w,a,41455614,Harrison,221399,LEE,Wissa,216646,BRE
705,89,Santi,28,w,di,41455615,Ouattara,533463,BOU,Wissa,216646,BRE
576,215,Santi,28,w,a,41455616,Senesi,221466,BOU,Tete,167074,FUL
404,215,Santi,28,w,do,41455617,Stephens,88900,BOU,Tete,167074,FUL
239,215,Santi,28,w,do,41455618,Firpo,443967,LEE,Tete,167074,FUL
520,272,Santi,28,w,di,41455619,Koulibaly,86129,CHE,W.Fofana,444463,CHE
227,279,Ruslan,28,w,a,41945659,Bamford,106617,LEE,Firmino,92217,LIV
225,446,Sami,28,w,di,42051487,Rodrigo,80954,LEE,Kulusevski,445044,TOT
304,446,Sami,28,w,a,42051488,Sterling,103955,CHE,Kulusevski,445044,TOT
160,446,Sami,28,w,do,42051489,Zaha,82403,CRY,Kulusevski,445044,TOT
733,689,Ali,28,w,a,42307860,Pedro Porro,441164,TOT,Badiashile,242880,CHE
705,240,Ali,28,w,a,42307861,Ouattara,533463,BOU,Summerville,450070,LEE
271,319,Ali,28,w,a,42307862,Daka,245419,LEI,Álvarez,461358,MCI
699,593,Ruslan,28,f,a,42479217,Mudryk,465920,CHE,Casemiro,61256,MUN
724,171,Santi,28,f,a,42529954,Enzo,448047,CHE,Olise,443661,CRY
160,340,Sami,28,f,a,42545442,Zaha,82403,CRY,Sancho,209243,MUN
693,342,Sami,28,f,a,42545641,Álex Moreno,106468,AVL,Dalot,216051,MUN
411,458,Youssef,29,w,a,42921130,Adams,200439,SOU,Antonio,57531,WHU
217,459,Youssef,29,w,a,42921131,Robinson,169528,FUL,Dawson,60232,WOL
39,459,Youssef,29,w,di,42921132,Mings,149484,AVL,Dawson,60232,WOL
598,356,Sami,29,w,a,43389274,Ferguson,487117,BHA,Wilson,75115,NEW
340,368,Sami,29,w,a,43389275,Sancho,209243,MUN,Saint-Maximin,170137,NEW
342,693,Sami,29,w,a,43389276,Dalot,216051,MUN,Álex Moreno,106468,AVL
185,724,Santi,29,w,a,43439065,A.Doucouré,121599,EVE,Enzo,448047,CHE
39,445,Santi,29,w,a,43439066,Mings,149484,AVL,Emerson Royal,241157,TOT
44,445,Santi,29,w,do,43439067,Konsa,199798,AVL,Emerson Royal,241157,TOT
319,454,Santi,29,w,a,43439068,Álvarez,461358,MCI,Richarlison,212319,TOT
465,699,Ruslan,29,w,a,43749891,Bowen,178186,WHU,Mudryk,465920,CHE
240,705,Ali,29,w,a,43869426,Summerville,450070,LEE,Ouattara,533463,BOU
493,609,Ali,29,f,a,44367921,Gibbs-White,222531,NFO,Antony,467169,MUN
368,160,Sami,30,w,a,44802544,Saint-Maximin,170137,NEW,Zaha,82403,CRY
42,160,Sami,30,w,di,44802545,Buendía,195546,AVL,Zaha,82403,CRY
42,340,Sami,30,w,di,44802546,Buendía,195546,AVL,Sancho,209243,MUN
356,11,Youssef,30,w,di,44954085,Wilson,75115,NEW,Nketiah,205533,ARS
356,227,Ruslan,30,w,di,45329816,Wilson,75115,NEW,Bamford,106617,LEE
373,465,Ruslan,30,w,a,45329817,Willock,200089,NEW,Bowen,178186,WHU
693,109,Ruslan,30,w,di,45329818,Álex Moreno,106468,AVL,Veltman,111478,BHA
142,300,Ruslan,30,w,a,45329819,Mount,184341,CHE,Gündogan,59859,MCI
44,109,Ruslan,30,w,a,45329820,Konsa,199798,AVL,Veltman,111478,BHA
368,493,Ali,30,w,di,45386997,Saint-Maximin,170137,NEW,Gibbs-White,222531,NFO
42,240,Ali,30,w,a,45386998,Buendía,195546,AVL,Summerville,450070,LEE
356,690,Santi,30,w,a,45558652,Wilson,75115,NEW,João Félix,428399,CHE
373,185,Santi,30,w,di,45558653,Willock,200089,NEW,A.Doucouré,121599,EVE
693,43,Santi,30,w,a,45558654,Álex Moreno,106468,AVL,Cash,199796,AVL
371,493,Ali,30,f,a,45711362,Joelinton,180974,NEW,Gibbs-White,222531,NFO
472,576,Santi,30,f,a,45720481,Aguerd,210494,WHU,Senesi,221466,BOU
504,342,Sami,30,f,a,45779232,Malacia,222690,MUN,Dalot,216051,MUN
279,411,Youssef,31,w,di,45920922,Firmino,92217,LIV,Adams,200439,SOU
279,30,Shrey,31,w,a,45923979,Firmino,92217,LIV,Ings,84939,WHU
345,262,Shrey,31,w,a,45923980,Martial,148225,MUN,Iheanacho,173515,LEI
465,142,Ruslan,31,w,a,46159592,Bowen,178186,WHU,Mount,184341,CHE
166,227,Ruslan,31,w,a,46159593,Edouard,199670,CRY,Bamford,106617,LEE
109,139,Ruslan,31,w,di,46159594,Veltman,111478,BHA,Chilwell,172850,CHE
300,185,Santi,31,w,a,46208087,Gündogan,59859,MCI,A.Doucouré,121599,EVE
171,185,Santi,31,w,di,46208088,Olise,443661,CRY,A.Doucouré,121599,EVE
109,693,Santi,31,w,a,46208089,Veltman,111478,BHA,Álex Moreno,106468,AVL
171,225,Santi,31,w,di,46208090,Olise,443661,CRY,Rodrigo,80954,LEE
171,42,Ali,31,w,a,46211135,Olise,443661,CRY,Buendía,195546,AVL
166,271,Ali,31,w,di,46211136,Edouard,199670,CRY,Daka,245419,LEI
182,426,Ali,31,w,a,46211137,Pickford,111234,EVE,Forster,40383,TOT
538,504,Sami,31,w,a,46694025,Young,18892,AVL,Malacia,222690,MUN
171,368,Sami,31,w,di,46694026,Olise,443661,CRY,Saint-Maximin,170137,NEW
47,368,Sami,31,w,a,46694027,Ramsey,232653,AVL,Saint-Maximin,170137,NEW
300,368,Sami,31,w,di,46694028,Gündogan,59859,MCI,Saint-Maximin,170137,NEW
47,304,Sami,31,w,di,46694029,Ramsey,232653,AVL,Sterling,103955,CHE
300,304,Sami,31,w,di,46694030,Gündogan,59859,MCI,Sterling,103955,CHE
461,472,Santi,31,f,a,46794395,Zouma,103192,WHU,Aguerd,210494,WHU
159,304,Sami,31,f,a,46795733,J.Ayew,80146,CRY,Sterling,103955,CHE
103,271,Ali,31,f,a,46809050,Welbeck,50175,BHA,Daka,245419,LEI
341,201,Shrey,31,f,a,46845915,Wan-Bissaka,214590,MUN,Ream,82514,FUL
693,109,Santi,32,w,a,47183311,Álex Moreno,106468,AVL,Veltman,111478,BHA
167,92,Santi,32,w,di,47183312,Guéhi,209036,CRY,Pinnock,231065,BRE
342,92,Santi,32,w,di,47183313,Dalot,216051,MUN,Pinnock,231065,BRE
693,538,Sami,32,w,di,47399613,Álex Moreno,106468,AVL,Young,18892,AVL
609,340,Sami,32,w,a,47399614,Antony,467169,MUN,Sancho,209243,MUN
262,598,Sami,32,w,a,47399615,Iheanacho,173515,LEI,Ferguson,487117,BHA
693,520,Shrey,32,w,di,47616215,Álex Moreno,106468,AVL,Koulibaly,86129,CHE
342,520,Shrey,32,w,a,47616216,Dalot,216051,MUN,Koulibaly,86129,CHE
484,533,Shrey,32,w,a,47616217,Kilman,214048,WOL,Martínez,221820,MUN
170,432,Ali,32,w,a,47731351,Mitchell,244723,CRY,Davies,115556,TOT
693,139,Ruslan,32,w,di,47991949,Álex Moreno,106468,AVL,Chilwell,172850,CHE
167,139,Ruslan,32,w,a,47991950,Guéhi,209036,CRY,Chilwell,172850,CHE
455,102,Ruslan,32,w,a,47991951,Fabianski,37096,WHU,Steele,49262,BHA
574,102,Ruslan,32,w,do,47991952,Neto,69752,BOU,Steele,49262,BHA
482,92,Santi,32,f,a,48310076,Semedo,200402,WOL,Pinnock,231065,BRE
8,146,Sami,32,f,a,48344507,Tierney,192895,ARS,James,225796,CHE
125,145,Sami,32,f,a,48344508,Enciso,474120,BHA,Havertz,219847,CHE
5,733,Ali,32,f,a,48347626,Holding,156074,ARS,Pedro Porro,441164,TOT
108,272,Santi,32,f,a,48375056,Webster,110735,BHA,W.Fofana,444463,CHE
458,279,Shrey,33,w,a,48938120,Antonio,57531,WHU,Firmino,92217,LIV
365,88,Sami,33,w,a,49266016,Murphy,114243,NEW,Jensen,207283,BRE
102,2,Sami,33,w,a,49266017,Steele,49262,BHA,Leno,80201,FUL
146,8,Sami,33,w,a,49266018,James,225796,CHE,Tierney,192895,ARS
139,8,Sami,33,w,do,49266019,Chilwell,172850,CHE,Tierney,192895,ARS
493,88,Sami,33,w,do,49266020,Gibbs-White,222531,NFO,Jensen,207283,BRE
185,562,Santi,33,w,a,49380179,A.Doucouré,121599,EVE,Solomon,235674,FUL
365,562,Santi,33,w,di,49380180,Murphy,114243,NEW,Solomon,235674,FUL
365,225,Santi,33,w,di,49380181,Murphy,114243,NEW,Rodrigo,80954,LEE
175,133,Santi,33,w,di,49380182,Johnstone,101982,CRY,Arrizabalaga,109745,CHE
212,562,Santi,33,w,do,49380183,Wilson,153682,FUL,Solomon,235674,FUL
212,225,Santi,33,w,a,49380184,Wilson,153682,FUL,Rodrigo,80954,LEE
212,233,Santi,33,w,di,49380185,Wilson,153682,FUL,Harrison,221399,LEE
175,182,Ali,33,w,a,49425280,Johnstone,101982,CRY,Pickford,111234,EVE
299,5,Ali,33,w,a,49425281,Walker,58621,MCI,Holding,156074,ARS
139,146,Sami,33,f,a,49665259,Chilwell,172850,CHE,James,225796,CHE
255,345,Shrey,34,w,a,49987434,Vardy,101668,LEI,Martial,148225,MUN
340,171,Ali,34,w,a,50105493,Sancho,209243,MUN,Olise,443661,CRY
733,170,Ali,34,w,di,50105494,Pedro Porro,441164,TOT,Mitchell,244723,CRY
426,175,Ali,34,w,a,50105495,Forster,40383,TOT,Johnstone,101982,CRY
603,159,Sami,34,w,a,50112269,Paquetá,224024,WHU,J.Ayew,80146,CRY
733,139,Sami,34,w,a,50112270,Pedro Porro,441164,TOT,Chilwell,172850,CHE
598,262,Sami,34,w,a,50112271,Ferguson,487117,BHA,Iheanacho,173515,LEI
109,108,Santi,34,w,a,50327161,Veltman,111478,BHA,Webster,110735,BHA
508,212,Santi,34,w,a,50327162,Sinisterra,224995,LEE,Wilson,153682,FUL
493,508,Santi,34,f,a,50370581,Gibbs-White,222531,NFO,Sinisterra,224995,LEE
519,365,Sami,34,f,a,50440350,Eriksen,80607,MUN,Murphy,114243,NEW
171,519,Sami,35,w,a,50943221,Olise,443661,CRY,Eriksen,80607,MUN
160,519,Sami,35,w,do,50943222,Zaha,82403,CRY,Eriksen,80607,MUN
293,519,Sami,35,w,do,50943223,Luis Díaz,244731,LIV,Eriksen,80607,MUN
43,733,Sami,35,w,a,50943224,Cash,199796,AVL,Pedro Porro,441164,TOT
108,109,Santi,35,w,a,51131112,Webster,110735,BHA,Veltman,111478,BHA
159,233,Santi,35,w,a,51131113,J.Ayew,80146,CRY,Harrison,221399,LEE
171,233,Santi,35,w,di,51131114,Olise,443661,CRY,Harrison,221399,LEE
73,482,Santi,35,w,a,51131115,Kelly,235530,BOU,Semedo,200402,WOL
459,461,Santi,36,w,a,51544210,Dawson,60232,WOL,Zouma,103192,WHU
365,159,Santi,36,w,a,51544211,Murphy,114243,NEW,J.Ayew,80146,CRY
212,159,Santi,36,w,do,51544212,Wilson,153682,FUL,J.Ayew,80146,CRY
613,159,Santi,36,w,do,51544213,Willian,47431,FUL,J.Ayew,80146,CRY
703,107,Youssef,36,w,a,51849974,Danilo,513046,NFO,March,109345,BHA
489,217,Youssef,36,w,a,51849975,Toti,510362,WOL,Robinson,169528,FUL
8,43,Sami,36,w,a,51861361,Tierney,192895,ARS,Cash,199796,AVL
337,538,Sami,36,w,a,51861362,Lindelöf,184667,MUN,Young,18892,AVL
618,103,Ali,36,w,a,51863052,Vinícius,245824,FUL,Welbeck,50175,BHA
8,313,Ruslan,36,w,di,52065775,Tierney,192895,ARS,Zinchenko,206325,ARS
290,313,Ruslan,36,w,a,52065776,Konaté,204716,LIV,Zinchenko,206325,ARS
290,44,Ruslan,36,w,di,52065777,Konaté,204716,LIV,Konsa,199798,AVL
593,465,Ruslan,36,w,a,52065778,Casemiro,61256,MUN,Bowen,178186,WHU
569,313,Ruslan,36,w,do,52065779,Lewis,477064,MCI,Zinchenko,206325,ARS
569,44,Ruslan,36,w,a,52065780,Lewis,477064,MCI,Konsa,199798,AVL
109,108,Santi,36,f,a,52147969,Veltman,111478,BHA,Webster,110735,BHA
293,261,Ali,37,w,a,52382104,Luis Díaz,244731,LIV,Maddison,172780,LEI
733,73,Santi,37,w,a,52514201,Pedro Porro,441164,TOT,Kelly,235530,BOU
397,297,Sami,37,w,di,52535298,Awoniyi,210156,NFO,Darwin,447203,LIV
397,11,Youssef,37,w,a,52682177,Awoniyi,210156,NFO,Nketiah,205533,ARS
92,489,Youssef,37,w,a,52682178,Pinnock,231065,BRE,Toti,510362,WOL
88,703,Youssef,37,w,a,52682179,Jensen,207283,BRE,Danilo,513046,NFO
304,373,Ruslan,37,w,a,52819096,Sterling,103955,CHE,Willock,200089,NEW
534,365,Santi,37,f,a,53216206,McNeil,433154,EVE,Murphy,114243,NEW
156,109,Santi,37,f,a,53216849,Ward,55494,CRY,Veltman,111478,BHA
